id,description,bilgisayar,roadstar,gigabyte,klavye & mouse,pc oyunları,taşınabilir diskler,mikrofon ve kulaklıklar,xbox 360 oyunları,tablet bilgisayarlar,led televizyon,kamera,elektronik,Others
2842,samsung özelliklerigenel özellikleriişlemci quad core ghzişletim androidresimli varjava vareller handsfree varhesap varajanda varşebeke boyut mmbelge görüntülemek vargps navigasyon varses vartitreşim varbağlantı özellikleribluetooth varedge vare varpc senkronizasyon varhsdpa wi varg varekran özellikleridokunmatik super amoledekran çözünürlük pixelsekran çözünürlük mkamera özellikleriön varkamera çözünürlük mpkamera zoom varsesli varvideo oynatmak varentegre flâş varhafıza özellikleritelefon hafıza gb rom gb ramarttırılabilir hafıza yokeğlencemp çalmak vargüç özellikleripil ıonpil mahsatış sonrasıgaranti yılkargo,0,0,0,0,0,0,0,0,0,0,0,0,0
4376,samsung galaxy alpha telefon şıklığıelegan stil samsung galaxy alpha samsung yüzey dizayn samsung galaxy alpha sofistik hissetmek kamerasamsung galaxy alphan performans kamera yakalamak hdr mod renk almak kamera selfie nizi performanssamsung galaxy alpha çekirdek işlemci sunmak şarj aramak kaçırmak ultra mod kapatmak batarya kul ihtiyaç sunar güvenlik koruyunsamsung galaxy alpha ku mod gizlemek ndtekn oz ic mp ndtekn oz ic ram gb ndtekn oz ic dokunmatik ndtekn oz ic bluetooth ndtekn oz ic bluetooth ndtekn oz ic boyut mm mm ndtekn oz ic ndtekn oz ic dokunmatik ndtekn oz ic dahi hafıza gb dahi hafıza ndtekn oz ic os kitkat ndtekn oz ic ndtekn oz ic fm ndtekn oz ic ndtekn oz ic sms ndtekn oz ic mms ndtekn oz ic oynatmak ndtekn oz ic mp ndtekn oz ic ndtekn oz ic pil mah ndtekn oz ic gprs ndtekn oz ic kargo kargo kargo ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,tefal gv pro express buhar kazmak ütü tefal gv pro express turbo buhar buhar kireç lt kapanmak dikey ütülemek markatefalmodelgv pro expresstaban tipiautocleanbuhar kazanıvargüçwkablosuz kullanımyokotomatik kapanmavargaranti,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,webos tv kolay lg smart kolay eğlence ayar aşama komplike kurulum aşama yenilik arayüz sunmak teknoloji karmaşık komplikasyon smart tv çıkartmak çıkartmak oynatmak istemek tasar webos yapmak smart share paylaşımısmart share sçeneği lg smart tv cihaz bağlamak favori içerik paylaşmak universal search universal search dünya zengin aramak kelime yazmak vod içerik materyal youtubedaki video taramak sizdecanlı durmak yayın sarmak duraklamak oynatmak etmek program dışarı dizi programlamak kaydetmek cinema screen tasarımıd film çıkarma perde sinema cinema screen tasarım lg tv sinema deneyim ev getiri deneyimievinizin konfor yaşamak sinematik eğlence cinema d pil titreşim göz görüntü deneyimlemek lg cinema mükemmel standart gözlüklerpilsiz cinema göz deneyim çıkar cinema göz hafif pil ergonomik cinema göz sinema kul titreşim dlg cinema göz titreşim kalmak göz rahat titreşim lg cinema göz binmek teknoloji deneyim çıkar ıps panellg tv maksimum kalite art panel içmek kahve kalite çekirdek televizyon kalite panel belirlemek lg tv gerçekci ıps panel kuman uyumluhareket sensör kumanda televizyon kumanda kul işaretlemek tıklamak smart tv kuman fare tuş kaymak smart tv terim hızlı aramak kuman satmak miracastmiracast fonksiyon lg smart telefon kablo ekran görüntü tv aktarmak mhl mobile hd link telefon mhl kablo tv bağlamak hd ev taşımak kuman telefon mhl kablo şarj dual uyumludual arkadaş ke taşınmak lg cinema tv dual fonksiyon bölmek ekran oynamak çıkar dual göz satmak virtual surround plusgerçek kesi deneyim virtual surround plus surround efekt sunmak efekt dinlemek his yön efekt yaşamak smart sound modumaksimum deneyim çıkar ayar smart sound mod ayarlamak tv izlemek içerik eq seçilmek trip xd engin deneyim lg cinema smart maksimum parlak detay kontrast oran net resolution upscaler sunmak lg yenilik kalite çıkar divx hdlg divx hd sevmek içerik lg tv deneyimlemek sihirbaz ııılg tv sihirbaz geliştirmek ayar kalite etmek ıınet yüksek arttırmak tasarrufuekran kapama ekran kapatmak aydınlatmak fonksiyon parlak standbay mode tv elektrik mod aymak inç çözünürlük dırect led mcı motion clarity ındex micro pixel control local dimming lg cinema lg smart webos lg cinema screen dahi hd alıcı trip xd engin resolution upscaler tru black control taramak tru color generator dynamic clear white geliştirmek mod mod vivid eco isf isf sihirbaz lll düzeltmek mod just scan original full wi cinema zoom zoom cinema hevc codec codec mono stereo dual mts sap dolby digital decoder dts decoder hoparlör hoparlör subwoofer surround virtual surround plus sound zooming mod mod smart sound mod ayarlamak mod ayak optik senkronizayonu kablo senkranizasyonu vard sg fpr lg cinema fpr format algılamak çevirmek çevirmek d dye çevirmek mod mod manuel extreme derin düzeltmek mod dual dual göz satmak lg smart webos başlamak menü lg store premium full taramak skype içerik dahi satmak parmaklamak lg remote network fil browser dlna lg cloud smart mobile link mhl miracast widi wi dahi dahi wifi direct simplink varek dvr analog dvr dahi haricî hard disk shift dahi haricî hard disk usb versiyon divx sd hd plus hd divx hd jpeg jps mpo codec ac dolby digital eac ddp aac aac mpeg layer mp pcm dts sensör tasarruf etiketlemek programlamak ayar eklemek etiketlemek favori ayarlamak manuel kapama zamanlamak mod kapama arayüz cı yuva hdmı usb rf composite cvbs komponent pb pr full skart optical pc usb kulak rs svc aksesuar kuman dahi dahi lg cinema göz voltaj erp class mod ıec mod stand kwh parlak luminance civa mercury content mg boyut boyut ayak gxyxd mm boyut ayak gxyxd mm boyut gxyxd ayak kg kg ayak kg kg kg kg panel kuman ndtekn oz ic geniş ndtekn oz ic smartsound ndtekn oz ic full hd ndtekn oz ic ndtekn oz ic full hd ndtekn oz ic ebatı ndtekn oz ic led ndtekn oz ic taramak ndtekn oz ic çözünürlük çözünürlük pik ndtekn oz ic terminal hdmı ndtekn oz ic usb ndtekn oz ic extra ndtekn oz ic cinema screen ndtekn oz ic teletext ndtekn oz ic ndtekn oz ic kargo kargo kargo ndtekn oz ic lg electronics ınc servis garanti lg distribütör ürün araştırmak müşteri sorumlu distribütör kaynak bilgi doğru taraf etmek içerik distribütör vermek değişmek lg danışmak,0,0,0,0,0,0,0,0,0,0,0,0,0
6127,işlemci çekirdek çekirdek exynos octacore işlemci işlemci çekirdek bellek gb ram gb disk gb çözünürlük amoled bluetooth hdmı wi boyut mm mp mah mp distribütor garanti arttırmak hafıza gps samsung stok distribütör kaynak bilgi doğru taraf etmek vermek değişmek,0,0,0,0,0,0,0,0,0,0,0,0,0
6152,detaylamak samsung bellek mb gb ram bluetooth bt boyut mm çözünürlük pik super amoled gprs gps glonass işlemci mhz ghz ghz kitkat çözünürlük pik mp klâvye dokunmatik pil mah saklamak mb gb usb wi kablo ac gps gps glonass dokunmatik galaxy alpha tarz yansımak galaxy alpha teknoloji birleşim yenilik seçenek tarz aramak çerçeve alpha görünüm incelik çekme seçilmek odak özel alpha tasarruf mod fonksiyon kapatmak tüketim az inmek taramak bilgi galaxy alpha keşfetmek mükemmel yetinmek galaxy alpha detay titizlikle düşünmek form seçenek tarz yansımak istemek etmek çerçeve super amoled ekran galaxy alpha detarzınızı yansımak kamera çıkar alphan dert kurtarmak galaxy alpha gelişmişözelliklere dilemek çekmek çerçevelemek yaratmak fotoğraf samsung arkadaş fotoğraf kamera çekilmek etmek mod kul samsung pil bitmek telefon kul kılmak çözüm geliştirmek galaxy alpha samsung galaxy ste tasarruf mod pil azalmak telefon kul tarayıcıylagelişmiş galaxy alpha sağ alpha taramak istemek hesap u erişim sağlamak parola hafıza parola korumak site oturum iz kul dosya mod iz saklamak izin içerik görüntülemek ölçermek health form galaxy alpha ölçermek hız egzersiz koç üstlenmek health egzersiz etmek hedef gerçek çıkmak motive giymek aksesuar tarz tamamlamak galaxy alpha sağ alpha taramak istemek hesap u erişim sağlamak parola hafıza parola korumak site oturum iz kul dosya mod iz saklamak izin içerik görüntülemek,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,distribütör hafıza gb mp plus space gray,0,0,0,0,0,0,0,0,0,0,0,0,0
7331,boyut mm anakart ıtx microatx atx atx xl atx full tower materyal yuva yuva yuva soğumak üst opsiyonel pcı genişlemek panel xusb usb kulak mikrofon fa,0,0,0,0,0,0,0,0,0,0,0,0,0
7409,,0,0,0,0,0,0,0,0,0,0,0,0,0
7412,,0,0,0,0,0,0,0,0,0,0,0,0,0
7917,samsung telefon şıklığıelegan stil samsung galaxy alpha samsung yüzey dizayn samsung galaxy alpha sofistik hissetmek sistemisamsung galaxy alphan performans kamera yakalamak hdr mod renk almak kamera selfie nizi çekirdek işlemci sunmak şarj aramak kaçırmak ultra mod kapatmak batarya kul ihtiyaç sunar güvenlik iz koruyunkoruma mod gizlemek galaxy alpha tarz yansımak galaxy alpha teknoloji birleşim yenilik seçenek tarz aramak çerçeve alpha görünüm incelik çekme seçilmek odak özel alpha tasarruf mod fonksiyon kapatmak tüketim az inmek taramak bilgi galaxy alpha keşfetmek mükemmel yetinmek galaxy alpha detay titizlikle düşünmek form seçenek tarz yansımak istemek etmek çerçeve super amoled ekran galaxy alpha detarzınızı yansımak kamera çıkar alphan dert kurtarmak galaxy alpha gelişmişözelliklere dilemek çekmek çerçevelemek yaratmak fotoğraf samsung arkadaş fotoğraf kamera çekilmek etmek mod kul samsung pil bitmek telefon kul kılmak çözüm geliştirmek galaxy alpha samsung galaxy ste tasarruf mod pil azalmak telefon kul taramak galaxy alpha sağ alpha taramak istemek hesap u erişim sağlamak parola hafıza parola korumak site oturum iz kul dosya mod iz saklamak izin içerik görüntülemek ölçermek health form galaxy alpha ölçermek hız egzersiz koç üstlenmek health egzersiz etmek hedef gerçek çıkmak motive giymek aksesuar tarz tamamlamak galaxy alpha sağ alpha taramak istemek hesap u erişim sağlamak parola hafıza parola korumak site oturum iz kul dosya mod iz saklamak izin içerik görüntülemek,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,kod samsung smart dahıli scart smart led göz dahi dlna taramak hdmı işlemci dual core komponent pb pr dlna smart pc kuman kuman tuner usb oynatmak format full hd samsung ue inç smart led açıklamasıgelişmiş optimizasyonsamsungun parça kararmak dramatik ton tv çıkarma kontrast samsung mikro kararmak tanım clear motion rate bulanık az indirirteşekkürler samsung clear motion rate cmr sahne net cmr görüntülemek bulanık aksiyon çıkarmak panel yemek işlemci teknoloji görüntülemek tv touchpad kontrolütvnizi kul samsung smart control sezgi smart hub panel çevirmek sayfa kaymak dokunmatik ekran gezinmek ekran imleç kul tuş inmek akmak içerik,0,0,0,0,0,0,0,0,0,0,0,0,0
8921,asus mecx gb bitişmek performansasus mecx intel çekirdek işlemci gezinmek kolay batarya geçirmek bitişmek asus mecx inç tabletasus mecx el oturmak tasar bitişmek bitişmek bitişmek zaman içinmükemmel teknoloji asus mecx tablet içerediği optik birleşmek bitişmek tablo baslik desteklemek avi rm rmvb mp mkv wmv vob pmp mpeg mpg flv gp desteklemek jpg bmp png gif çevirmek oynatmak hoparlör desteklemek mp wma mp ogg aac flac ape wav mikrofon versiyon mikrofon işlemci ıntel görüntü wi işlemci ghz işlemci ıntel işlemci quad core çözünürlük pik wxga dokunmatik lcd ıps ıps hdmı haricî bluetooth mesafe kablo iletmek teknoloji kulak iletmek kablo zorunlu kalmak high speed gps positioning system konumlanmak amaç uydu gps alıcı hassasiyet yeryüzü yüksek bilmek kablo kulak mm şebek frekans usb micro usb wi dual band hafıza depolamak rom gb ram gb hafıza micro sd gb mp zoom megapiksel fps fps stabilizasyon grafik grafik işlemci ıntel hd graphics boyut mm asus güc pil tablo,0,0,0,0,0,0,0,0,0,0,0,0,0
8967,sandisk cruzer switch gb usb bellek sdcz bitişmek sandisk cruzer switch gb usb bellekcruzer switch gb usb bellek veri dönmek kullanım dosya depolamak korumak aktarmak aile arkadaş arkadaş paylaşmak üstten dönmek güve usb konektör korumak kalmak duymak sandisk cruzer switch gb flash bellek sandisksecureaccess yazılım bilgi kalmak yuuwaa yedeklemek yazılım tercih gb kapasite korumak yarar bitişmek usb kapasite seçmek depolamak istemek hd gigabayt kaplamak çizelge kapasite depolayabilecekleri bitişmek bitişmek bitişmek sandisk cruzer switch gb flash bellek depolamak ihtiyaç kapasitesandisk sdcz cruzer gb usb bellek sevmek dosya fazladan depolamak hd çözünürlük dosya depolayıp paylaşmak veri tutunccruzer switch usb flash sürmek dönmek kapak usb flash sürmek hareket açmak kul çıkarma gerekmek bulmak ip anahtar takmak cruzer switch usb flash sürmek kaybetmek gitmek götürmek sandisk korursandisksecureaccess yazılım sunum belge dosya korumak dosya vault klâsör taşımak parola bit aes şifrelemek korumak sağlamak sürmek taşımak sak dosya uyumluluksandisk sdcz cruzer gb flash bellek usb dizüstü bilgisayar cihaz uygun performanssandisk usb flash sürmek güvenmek tutacak geliştirmek dosya cruzer switch usb flash sürmek güve depolayabilirsiniz sürmek dosya güve kul cruzer switch usb flash sürmek garanti bitişmek sandisk sdcz cruzer gb usb bellek özelliklerikapasite gb depolamak uyum xp vista mac os linux yedeklemek yazılım xp vista mac os usb aktarım usb üremek materyal silikon boyut mm inç depolamak bitişmek tablo baslik bellek usb bellek gb sandisk tablo,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,surround ndtekn oz ic grafik hızlanmak ndtekn oz ic smart uyum ndtekn oz ic dıseqc ndtekn oz ic çok menü ndtekn oz ic vfd dısplay panel göstermek ndtekn oz ic format ölçü ndtekn oz ic mp çalmak jpg görüntülemek ndtekn oz ic ndtekn oz ic çok ndtekn oz ic korumak flash ndtekn oz ic mpeg vıdeo ndtekn oz ic dıseqc ndtekn oz ic osd dısplay ndtekn oz ic rehber epg ndtekn oz ic yüklemek usb ndtekn oz ic pstn mode ndtekn oz ic ndtekn oz ic teletex ndtekn oz ic smartv sistem ndtekn oz ic okumak ndtekn oz ic mpeg dvb ndtekn oz ic pıp ndtekn oz ic favori oluşmak ndtekn oz ic fonksiyon ndtekn oz ic kaymak tıme shıftıng ndtekn oz ic pdıf optik çıkı ndtekn oz ic maıl ndtekn oz ic uydu güncellemek ndtekn oz ic ethernet port ndtekn oz ic hd ndtekn oz ic güncellemek usb ndtekn oz ic usb ndtekn oz ic ndtekn oz ic ebeveyn kilit ndtekn oz ic uyum ndtekn oz ic dahi bellek ndtekn oz ic saklamak fonksiyon ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0
9639,manuel fırça dişlemek et bakteri plak uzaklaşmak çizgi masaj fırça zaman ındicator kıl,0,0,0,0,0,0,0,0,0,0,0,0,0
10356,smartcontrol lite ayarlamak smartcontrol lite simge taban guı monitör yazılım kul parlak kalibrasyon multimedya monitör parametre ayar ayrıntılamak smartcontrast smartcontrast görüntülemek video sunmak ton görüntülemek zengin kontrast ayarlamak aydınlatmak yoğun philips teknoloji mod seçilmek uygulamak görüntülemek kontrast ayarlamak aydınlatmak aymak uygulamak cıvmak içermek led aydınlatmak philips monitör madde cıvmak bulunmak üretim atmak sağ renklemek led led yanmak parlak cihaz led cıvmak içermek gerçek led lcd aydınlatmak kontrast ekranmak parlak renklemek sunmak ndtekn oz ic çözünürlük çözünürlük ndtekn oz ic kontrast ndtekn oz ic parlak ndtekn oz ic ms ndtekn oz ic garanti ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0
10420,power supply xigmatek cpa bcd plus bronze,0,0,0,0,0,0,0,0,0,0,0,0,0
10452,seagate backup plus yaşam bilgisayar bulut yedekleyinseagate backup plus taşınmak disk yaşam bulut ağ saklamak tüketmek yedeklemek işlem basit disk cep cüzdan evrak çanta yan götürmek seagate dashboard tıklatmak yedeklemek ayarlamak kor işlev kul risk dosya kopya tutmak kaydetmek sevmek ağ yedek telefon paha biçmek an cihaz kullanım kolay depolamak özel hatıra yakalamak etiket eklemek yayınlamak seagate dashboardun yedeklemek sağlamak yanlışlıkla telefon si kopya beklemek paylaşmak bilgisayar ağ dosya yüklemek oluşmak dosya yüklemek yüklemek dosya seçi yayınlamak belirlemek eklemek profil yönetmek mac ntfs sürmek kuru disk biçim pc mac bilgisayar değişmek kul kapasite tb ndtekn oz ic usb ndtekn oz ic ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0
10741,turbo buhar buhar kireç lt kapanmak dikey ütülemek,0,0,0,0,0,0,0,0,0,0,0,0,0
10770,kapasite gb ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,biowarein efsanleşmiş aksiyon macera tür seri dragon frostbite manzara olası dragon ınqusition thedas kargaşa karışık sürüklemek ejderha gökyüzü kaplamak terör yerleşmek büyücü tapınak bırakmak savaş girmek karmaşa ermek yöneteciğiniz kahraman idare engizisyon düşmek ınquisitor engizisyon kul efsanevi karakter dragon ageı keşfetmek etmek efsane bütün unutlmaz karakter birbiri kurmak dragon agei keşfetmek serbest dolaşmak dizayn ihtişam değişmek almak aksiyon gidişat yaşamak evren değişmek tarz oynamak ınquisitorunuzun lider ekip kale kale görünüm yetenek etmek engizisyon renk dövüş stil belirlemek,0,0,0,0,0,0,0,0,0,0,0,0,0
10931,biowarein efsanleşmiş aksiyon macera tür seri dragon frostbite manzara olası dragon ınqusition thedas kargaşa karışık sürüklemek ejderha gökyüzü kaplamak terör yerleşmek büyücü tapınak bırakmak savaş girmek karmaşa ermek yöneteciğiniz kahraman idare engizisyon düşmek ınquisitor engizisyon kul efsanevi karakter dragon ageı keşfetmek etmek efsane bütün unutlmaz karakter birbiri kurmak dragon agei keşfetmek serbest dolaşmak dizayn ihtişam değişmek almak aksiyon gidişat yaşamak evren değişmek tarz oynamak ınquisitorunuzun lider ekip kale kale görünüm yetenek etmek engizisyon renk dövüş stil belirlemek,0,0,0,0,0,0,0,0,0,0,0,0,0
